TeD,TrD1,TrD2,TrD3,TrD4,TrD5,TrD6,TrD7,TrD8,model,score
TeD6,1,1,0,1,0,1,1,1,M3,0.642591276727438
TeD6,1,1,0,0,1,1,0,0,M3,0.650089640213011
TeD6,0,0,1,0,1,0,0,0,M3,0.59996883246166
TeD6,0,0,0,1,1,0,0,1,M3,0.643782675433883
TeD6,0,1,1,0,0,0,0,1,M3,0.612794345351115
TeD6,1,1,1,1,1,1,1,0,M3,0.717393062465435
TeD6,0,1,0,0,0,1,1,1,M3,0.679827001870654
TeD6,0,0,0,0,1,0,0,1,M3,0.602131928848399
TeD6,1,0,1,1,0,0,0,0,M3,0.576701689504374
TeD6,1,0,1,1,0,1,1,1,M3,0.663771227624971
TeD6,1,1,0,1,0,0,0,0,M3,0.634809931682683
TeD6,0,1,0,1,0,0,0,0,M3,0.58612523349002
TeD6,1,1,0,0,0,0,0,1,M3,0.59993807325447
TeD6,0,0,1,1,1,0,1,1,M3,0.629329995018045
TeD6,0,0,1,0,0,0,1,0,M3,0.579488231388874
TeD6,1,1,1,1,1,1,1,1,M3,0.689306057963048
TeD6,1,1,1,1,1,1,1,1,M3,0.695083599408351
TeD6,1,1,1,1,1,1,1,1,M3,0.692575211036169
TeD6,1,1,1,1,1,1,1,1,M3,0.637816360715817
TeD6,1,1,1,1,1,1,1,1,M3,0.655087606874204
TeD7,1,1,0,0,0,1,0,0,M3,0.291010118827983
TeD7,1,1,1,0,1,1,1,0,M3,0.37466644553868
TeD7,0,1,1,0,0,0,0,0,M3,0.123618007533292
TeD7,0,0,1,0,0,0,0,1,M3,0.202874420751826
TeD7,0,1,0,1,1,1,1,1,M3,0.306283966050985
TeD7,1,0,1,0,0,1,0,0,M3,0.287425922322133
TeD7,1,0,1,1,1,1,0,1,M3,0.182386573333025
TeD7,1,1,1,0,1,1,0,1,M3,0.285490778591059
TeD7,0,0,0,0,0,1,1,0,M3,0.228703956914897
TeD7,1,0,0,0,0,1,0,0,M3,0.257208850077374
TeD7,0,1,0,0,1,0,1,0,M3,0.384216761167014
TeD7,1,0,1,1,1,1,1,1,M3,0.279938274334787
TeD7,1,1,0,0,0,0,0,0,M3,0.247732014101562
TeD7,0,1,1,0,1,1,0,0,M3,0.384214271509111
TeD7,0,0,0,0,0,1,0,1,M3,0.306926246258147
TeD7,0,1,0,0,0,1,0,1,M3,0.322956413998892
TeD7,0,0,1,1,1,1,1,1,M3,0.347594669755791
TeD7,0,0,0,0,1,1,0,0,M3,0.246506410509079
TeD7,0,1,0,0,0,0,0,1,M3,0.376605689188655
TeD7,0,1,0,0,1,1,1,0,M3,0.354805796101171
TeD7,0,1,0,0,0,1,0,0,M3,0.385067685932073
TeD7,0,1,0,1,0,1,0,1,M3,0.229871740579566
TeD7,1,1,0,0,1,0,0,0,M3,0.326569163121345
TeD7,0,1,0,0,1,1,0,1,M3,0.263104389070044
TeD7,0,0,1,0,0,1,0,1,M3,0.284545016282633
TeD7,0,1,0,1,0,1,0,0,M3,0.317865879734206
TeD7,1,1,1,1,1,0,1,0,M3,0.26908478411664
TeD7,0,1,1,0,0,0,1,0,M3,0.391058096073219
TeD7,1,1,0,1,1,0,1,1,M3,0.377855326965445
TeD7,0,1,1,0,0,1,1,0,M3,0.355840798306903
TeD7,1,1,1,1,1,0,1,1,M3,0.387214171297695
TeD7,1,1,1,0,0,1,1,1,M3,0.39189624135996
TeD7,1,0,1,0,0,0,0,0,M3,0.22068076519643
TeD7,1,0,1,1,1,0,0,0,M3,0.276266276130494
TeD7,0,1,0,0,0,0,1,0,M3,0.228816484090838
TeD7,1,1,1,0,0,1,0,0,M3,0.388242677679041
TeD7,0,1,1,1,1,1,1,1,M3,0.390979802963105
TeD7,0,1,1,0,1,1,0,1,M3,0.410031011635298
TeD7,0,0,1,0,0,1,0,0,M3,0.278559429939439
TeD7,0,1,1,1,0,1,0,0,M3,0.242937163969262
TeD7,0,1,0,0,0,0,1,1,M3,0.308000676941971
TeD7,1,0,0,1,0,0,0,0,M3,0.186007758513586
TeD7,1,1,1,0,0,0,0,0,M3,0.225380167397448
TeD7,0,1,1,0,1,1,1,0,M3,0.347147751116137
TeD7,0,1,0,0,1,0,0,0,M3,0.313882424486191
TeD7,1,1,1,1,1,1,0,1,M3,0.36287085091334
TeD7,0,1,1,0,1,0,0,1,M3,0.4138331583072
TeD7,0,1,1,0,0,1,0,0,M3,0.369233654161197
TeD7,1,0,1,1,1,1,0,0,M3,0.200368699739204
TeD7,0,1,0,0,1,1,0,0,M3,0.35415099385957
TeD7,0,1,0,0,0,1,1,0,M3,0.327546319162171
TeD7,1,0,1,1,0,0,1,1,M3,0.387779240234807
TeD7,1,1,0,1,0,1,1,1,M3,0.334719774517228
TeD7,1,1,0,0,1,1,0,0,M3,0.311524623375915
TeD7,0,0,1,0,1,0,0,0,M3,0.221507476109887
TeD7,0,0,0,1,1,0,0,1,M3,0.24979162389737
TeD7,0,1,1,0,0,0,0,1,M3,0.32194916115161
TeD7,1,1,1,1,1,1,1,0,M3,0.334774583531534
TeD7,0,1,0,0,0,1,1,1,M3,0.313141596217941
TeD7,0,0,0,0,1,0,0,1,M3,0.225868307504863
TeD7,1,0,1,1,0,0,0,0,M3,0.215862172827922
TeD7,1,0,1,1,0,1,1,1,M3,0.313780790904771
TeD7,1,1,0,1,0,0,0,0,M3,0.247998637942436
TeD7,0,1,0,1,0,0,0,0,M3,0.332286982841638
TeD7,1,1,0,0,0,0,0,1,M3,0.266514159537563
TeD7,0,0,1,1,1,0,1,1,M3,0.289471106251761
TeD7,0,0,1,0,0,0,1,0,M3,0.255932189492343
TeD7,1,1,1,1,1,1,1,1,M3,0.381880576693261
TeD7,1,1,1,1,1,1,1,1,M3,0.330348717224737
TeD7,1,1,1,1,1,1,1,1,M3,0.368341773087876
TeD7,1,1,1,1,1,1,1,1,M3,0.380062566232815
TeD7,1,1,1,1,1,1,1,1,M3,0.295628752513863
TeD1,0,1,0,0,0,1,1,1,M2,0.903515817906912
TeD1,0,0,0,1,0,1,0,0,M2,0.660692955405912
TeD1,0,1,0,0,0,0,1,0,M2,0.897313210853836
TeD1,1,1,0,1,1,0,0,1,M2,0.897629856883468
TeD1,0,1,1,0,0,1,0,0,M2,0.891406687230261
TeD1,0,0,1,1,0,0,1,0,M2,0.699068159232253
TeD1,1,0,1,1,1,0,1,0,M2,0.735654654829461
TeD1,0,1,0,0,0,1,0,1,M2,0.896147259864226
TeD1,1,1,1,1,0,0,0,0,M2,0.881411372624357
TeD1,1,1,0,0,0,0,0,0,M2,0.883477866241827
TeD1,0,1,0,0,0,0,1,1,M2,0.894955079728076
TeD1,1,0,0,1,0,0,1,0,M2,0.700486795762155
TeD1,1,1,1,1,1,0,1,1,M2,0.895835574337963
TeD1,0,1,0,1,0,0,1,1,M2,0.896182787532526
TeD1,1,0,1,1,1,1,0,0,M2,0.726588606906176
TeD1,0,1,0,0,1,0,0,0,M2,0.901447542515403
TeD1,1,0,0,0,1,1,1,0,M2,0.722144693168339
TeD1,0,0,1,1,1,1,1,1,M2,0.743364351711798
TeD1,1,0,1,1,1,0,1,1,M2,0.750130215979884
TeD1,1,1,0,0,0,1,0,0,M2,0.892009381004861
TeD1,1,0,1,1,0,0,0,0,M2,0.672816152878986
TeD1,1,0,1,1,1,1,1,1,M2,0.748045332994548
TeD1,1,0,0,1,1,1,1,1,M2,0.739191782797242
TeD1,0,1,1,1,0,0,0,0,M2,0.885806728062601
TeD1,1,0,0,1,0,0,0,0,M2,0.643938886826134
TeD1,0,1,0,0,0,0,0,1,M2,0.896747503942292
TeD1,0,1,0,0,0,1,0,0,M2,0.889362306734381
TeD1,1,0,1,1,1,0,0,0,M2,0.71531804781774
TeD1,1,1,1,1,0,0,1,0,M2,0.88494439247133
TeD1,1,1,1,1,0,1,1,1,M2,0.890545780165678
TeD1,0,1,1,0,0,0,1,0,M2,0.888157372882873
TeD1,1,0,1,0,1,0,1,1,M2,0.750716378943741
TeD1,1,1,1,1,1,0,0,1,M2,0.900573682054277
TeD1,0,0,0,1,0,1,1,1,M2,0.731585565392733
TeD1,1,0,0,0,0,0,1,0,M2,0.690248984189162
TeD1,0,0,0,1,0,0,0,1,M2,0.700271603446773
TeD1,0,0,0,0,1,1,0,0,M2,0.712066161101551
TeD1,0,1,0,1,0,1,1,0,M2,0.898805643876427
TeD1,1,0,0,0,1,1,0,0,M2,0.713247230499665
TeD1,0,0,1,1,1,0,1,1,M2,0.740703426224695
TeD1,0,0,0,1,0,1,0,1,M2,0.719082361889567
TeD1,1,1,0,1,1,0,1,1,M2,0.897334871632731
TeD1,1,1,0,1,1,1,1,1,M2,0.897339209651124
TeD1,1,1,1,1,1,1,0,1,M2,0.900535612911074
TeD1,1,0,0,0,0,1,0,0,M2,0.641515404895222
TeD1,0,0,0,0,0,1,0,1,M2,0.71885283376597
TeD1,0,0,1,1,0,0,1,1,M2,0.729722876436678
TeD1,1,0,1,1,1,1,0,1,M2,0.739786275099679
TeD1,1,0,1,1,0,0,0,1,M2,0.711147566454562
TeD1,0,0,0,1,0,0,1,1,M2,0.720918828022397
TeD1,1,0,1,0,1,1,1,1,M2,0.74895594996948
TeD1,1,1,1,1,1,1,1,0,M2,0.899696581301854
TeD1,0,0,0,0,0,1,1,0,M2,0.71065037272722
TeD1,1,1,0,0,0,0,1,0,M2,0.894067474823979
TeD1,0,1,1,0,0,0,0,0,M2,0.886981585889914
TeD1,0,1,0,1,0,0,0,0,M2,0.887876800223433
TeD1,1,1,0,1,0,0,1,0,M2,0.893512133493226
TeD1,1,0,1,0,1,1,1,0,M2,0.736557907945339
TeD1,0,0,1,1,1,1,1,0,M2,0.732182538285604
TeD1,0,1,0,1,0,1,0,1,M2,0.896723225131244
TeD1,0,1,1,1,1,1,1,1,M2,0.897926761575797
TeD1,0,0,1,0,1,1,1,0,M2,0.730968406588505
TeD1,1,0,0,1,1,1,1,0,M2,0.717622584034952
TeD1,1,1,1,0,0,1,1,0,M2,0.892895265922718
TeD1,0,1,1,1,0,1,0,0,M2,0.894952446023141
TeD1,0,1,1,1,1,0,0,1,M2,0.895260522563807
TeD1,1,1,1,0,1,1,1,1,M2,0.903529853809435
TeD1,1,1,0,0,0,0,0,1,M2,0.89882048559483
TeD1,1,0,1,1,0,1,1,1,M2,0.742766026849491
TeD1,0,1,1,0,1,0,1,0,M2,0.895849732912754
TeD1,1,0,0,1,1,1,0,1,M2,0.727148347591455
TeD1,0,0,0,0,0,0,1,1,M2,0.725686282730111
TeD1,1,1,1,1,1,1,1,1,M2,0.897023554574936
TeD1,1,1,1,1,1,1,1,1,M2,0.897897276691013
TeD1,1,1,1,1,1,1,1,1,M2,0.895850524185014
TeD1,1,1,1,1,1,1,1,1,M2,0.897934524345554
TeD1,1,1,1,1,1,1,1,1,M2,0.89557628554281
TeD2,0,1,0,0,0,1,1,1,M2,0.595258453167509
TeD2,0,0,0,1,0,1,0,0,M2,0.555305091333074
TeD2,0,1,0,0,0,0,1,0,M2,0.577380489700739
TeD2,1,1,0,1,1,0,0,1,M2,0.601943256898562
TeD2,0,1,1,0,0,1,0,0,M2,0.573727166731442
TeD2,0,0,1,1,0,0,1,0,M2,0.58274387874077
TeD2,1,0,1,1,1,0,1,0,M2,0.580101049358725
TeD2,0,1,0,0,0,1,0,1,M2,0.596579867858531
TeD2,1,1,1,1,0,0,0,0,M2,0.583832102603964
TeD2,1,1,0,0,0,0,0,0,M2,0.536183443451224
TeD2,0,1,0,0,0,0,1,1,M2,0.593548387096774
TeD2,1,0,0,1,0,0,1,0,M2,0.57271667314419
TeD2,1,1,1,1,1,0,1,1,M2,0.598212203653323
TeD2,0,1,0,1,0,0,1,1,M2,0.591916051301982
TeD2,1,0,1,1,1,1,0,0,M2,0.577769141080451
TeD2,0,1,0,0,1,0,0,0,M2,0.584609405363389
TeD2,1,0,0,0,1,1,1,0,M2,0.58966187329965
TeD2,0,0,1,1,1,1,1,1,M2,0.604197434900894
TeD2,1,0,1,1,1,0,1,1,M2,0.58872910998834
TeD2,1,1,0,0,0,1,0,0,M2,0.561368052856588
TeD2,1,0,1,1,0,0,0,0,M2,0.565565487757482
TeD2,1,0,1,1,1,1,1,1,M2,0.587874076952973
TeD2,1,0,0,1,1,1,1,1,M2,0.585619898950641
TeD2,0,1,1,1,0,0,0,0,M2,0.580101049358725
TeD2,1,0,0,1,0,0,0,0,M2,0.547376603186941
TeD2,0,1,0,0,0,0,0,1,M2,0.58336572094831
TeD2,0,1,0,0,0,1,0,0,M2,0.563155849203265
TeD2,1,0,1,1,1,0,0,0,M2,0.578080062184221
TeD2,1,1,1,1,0,0,1,0,M2,0.589428682471823
TeD2,1,1,1,1,0,1,1,1,M2,0.596502137582588
TeD2,0,1,1,0,0,0,1,0,M2,0.581267003497862
TeD2,1,0,1,0,1,0,1,1,M2,0.579246016323358
TeD2,1,1,1,1,1,0,0,1,M2,0.602331908278275
TeD2,0,0,0,1,0,1,1,1,M2,0.594947532063739
TeD2,1,0,0,0,0,0,1,0,M2,0.565487757481539
TeD2,0,0,0,1,0,0,0,1,M2,0.585775359502526
TeD2,0,0,0,0,1,1,0,0,M2,0.587874076952973
TeD2,0,1,0,1,0,1,1,0,M2,0.584220753983677
TeD2,1,0,0,0,1,1,0,0,M2,0.58274387874077
TeD2,0,0,1,1,1,0,1,1,M2,0.598678585308978
TeD2,0,0,0,1,0,1,0,1,M2,0.585153517294986
TeD2,1,1,0,1,1,0,1,1,M2,0.579090555771473
TeD2,1,1,0,1,1,1,1,1,M2,0.589117761368053
TeD2,1,1,1,1,1,1,0,1,M2,0.606917994558881
TeD2,1,0,0,0,0,1,0,0,M2,0.560124368441508
TeD2,0,0,0,0,0,1,0,1,M2,0.584687135639332
TeD2,0,0,1,1,0,0,1,1,M2,0.592615623785464
TeD2,1,0,1,1,1,1,0,1,M2,0.583132530120482
TeD2,1,0,1,1,0,0,0,1,M2,0.585231247570929
TeD2,0,0,0,1,0,0,1,1,M2,0.596735328410416
TeD2,1,0,1,0,1,1,1,1,M2,0.594947532063739
TeD2,1,1,1,1,1,1,1,0,M2,0.600855033035367
TeD2,0,0,0,0,0,1,1,0,M2,0.568519238243296
TeD2,1,1,0,0,0,0,1,0,M2,0.570307034589973
TeD2,0,1,1,0,0,0,0,0,M2,0.562767197823552
TeD2,0,1,0,1,0,0,0,0,M2,0.558725223474543
TeD2,1,1,0,1,0,0,1,0,M2,0.584842596191217
TeD2,1,0,1,0,1,1,1,0,M2,0.586164010882239
TeD2,0,0,1,1,1,1,1,0,M2,0.58336572094831
TeD2,0,1,0,1,0,1,0,1,M2,0.591605130198212
TeD2,0,1,1,1,1,1,1,1,M2,0.603031480761757
TeD2,0,0,1,0,1,1,1,0,M2,0.586941313641663
TeD2,1,0,0,1,1,1,1,0,M2,0.572250291488535
TeD2,1,1,1,0,0,1,1,0,M2,0.585075787019044
TeD2,0,1,1,1,0,1,0,0,M2,0.576680917217256
TeD2,0,1,1,1,1,0,0,1,M2,0.601321414691022
TeD2,1,1,1,0,1,1,1,1,M2,0.601476875242907
TeD2,1,1,0,0,0,0,0,1,M2,0.588962300816168
TeD2,1,0,1,1,0,1,1,1,M2,0.583287990672367
TeD2,0,1,1,0,1,0,1,0,M2,0.59906723668869
TeD2,1,0,0,1,1,1,0,1,M2,0.591760590750097
TeD2,0,0,0,0,0,0,1,1,M2,0.600544111931597
TeD2,1,1,1,1,1,1,1,1,M2,0.594325689856199
TeD2,1,1,1,1,1,1,1,1,M2,0.602409638554217
TeD2,1,1,1,1,1,1,1,1,M2,0.596268946754761
TeD2,1,1,1,1,1,1,1,1,M2,0.604041974349009
TeD2,1,1,1,1,1,1,1,1,M2,0.590516906335018
TeD3,0,1,0,0,0,1,1,1,M2,0.746623794212219
TeD3,0,0,0,1,0,1,0,0,M2,0.623151125401929
TeD3,0,1,0,0,0,0,1,0,M2,0.684887459807074
TeD3,1,1,0,1,1,0,0,1,M2,0.701607717041801
TeD3,0,1,1,0,0,1,0,0,M2,0.684244372990354
TeD3,0,0,1,1,0,0,1,0,M2,0.668810289389068
TeD3,1,0,1,1,1,0,1,0,M2,0.698392282958199
TeD3,0,1,0,0,0,1,0,1,M2,0.736977491961415
TeD3,1,1,1,1,0,0,0,0,M2,0.681672025723473
TeD3,1,1,0,0,0,0,0,0,M2,0.57620578778135
TeD3,0,1,0,0,0,0,1,1,M2,0.776848874598071
TeD3,1,0,0,1,0,0,1,0,M2,0.718327974276527
TeD3,1,1,1,1,1,0,1,1,M2,0.688745980707396
TeD3,0,1,0,1,0,0,1,1,M2,0.732475884244373
TeD3,1,0,1,1,1,1,0,0,M2,0.681028938906752
TeD3,0,1,0,0,1,0,0,0,M2,0.758842443729904
TeD3,1,0,0,0,1,1,1,0,M2,0.689389067524116
TeD3,0,0,1,1,1,1,1,1,M2,0.7491961414791
TeD3,1,0,1,1,1,0,1,1,M2,0.70032154340836
TeD3,1,1,0,0,0,1,0,0,M2,0.653376205787781
TeD3,1,0,1,1,0,0,0,0,M2,0.632797427652733
TeD3,1,0,1,1,1,1,1,1,M2,0.696463022508039
TeD3,1,0,0,1,1,1,1,1,M2,0.708038585209003
TeD3,0,1,1,1,0,0,0,0,M2,0.656591639871383
TeD3,1,0,0,1,0,0,0,0,M2,0.636012861736334
TeD3,0,1,0,0,0,0,0,1,M2,0.744051446945338
TeD3,0,1,0,0,0,1,0,0,M2,0.659807073954984
TeD3,1,0,1,1,1,0,0,0,M2,0.67459807073955
TeD3,1,1,1,1,0,0,1,0,M2,0.690032154340836
TeD3,1,1,1,1,0,1,1,1,M2,0.742122186495177
TeD3,0,1,1,0,0,0,1,0,M2,0.696463022508039
TeD3,1,0,1,0,1,0,1,1,M2,0.714469453376206
TeD3,1,1,1,1,1,0,0,1,M2,0.718327974276527
TeD3,0,0,0,1,0,1,1,1,M2,0.707395498392283
TeD3,1,0,0,0,0,0,1,0,M2,0.729260450160772
TeD3,0,0,0,1,0,0,0,1,M2,0.735691318327974
TeD3,0,0,0,0,1,1,0,0,M2,0.769131832797428
TeD3,0,1,0,1,0,1,1,0,M2,0.732475884244373
TeD3,1,0,0,0,1,1,0,0,M2,0.711897106109325
TeD3,0,0,1,1,1,0,1,1,M2,0.760128617363344
TeD3,0,0,0,1,0,1,0,1,M2,0.713183279742765
TeD3,1,1,0,1,1,0,1,1,M2,0.763987138263666
TeD3,1,1,0,1,1,1,1,1,M2,0.744051446945338
TeD3,1,1,1,1,1,1,0,1,M2,0.72411575562701
TeD3,1,0,0,0,0,1,0,0,M2,0.601286173633441
TeD3,0,0,0,0,0,1,0,1,M2,0.769131832797428
TeD3,0,0,1,1,0,0,1,1,M2,0.731832797427653
TeD3,1,0,1,1,1,1,0,1,M2,0.713183279742765
TeD3,1,0,1,1,0,0,0,1,M2,0.686816720257235
TeD3,0,0,0,1,0,0,1,1,M2,0.709324758842444
TeD3,1,0,1,0,1,1,1,1,M2,0.716398713826367
TeD3,1,1,1,1,1,1,1,0,M2,0.727331189710611
TeD3,0,0,0,0,0,1,1,0,M2,0.714469453376206
TeD3,1,1,0,0,0,0,1,0,M2,0.69903536977492
TeD3,0,1,1,0,0,0,0,0,M2,0.663665594855305
TeD3,0,1,0,1,0,0,0,0,M2,0.657877813504823
TeD3,1,1,0,1,0,0,1,0,M2,0.711254019292604
TeD3,1,0,1,0,1,1,1,0,M2,0.697749196141479
TeD3,0,0,1,1,1,1,1,0,M2,0.695819935691318
TeD3,0,1,0,1,0,1,0,1,M2,0.756270096463022
TeD3,0,1,1,1,1,1,1,1,M2,0.764630225080386
TeD3,0,0,1,0,1,1,1,0,M2,0.740192926045016
TeD3,1,0,0,1,1,1,1,0,M2,0.698392282958199
TeD3,1,1,1,0,0,1,1,0,M2,0.727331189710611
TeD3,0,1,1,1,0,1,0,0,M2,0.687459807073955
TeD3,0,1,1,1,1,0,0,1,M2,0.738263665594855
TeD3,1,1,1,0,1,1,1,1,M2,0.697749196141479
TeD3,1,1,0,0,0,0,0,1,M2,0.754340836012862
TeD3,1,0,1,1,0,1,1,1,M2,0.716398713826367
TeD3,0,1,1,0,1,0,1,0,M2,0.7491961414791
TeD3,1,0,0,1,1,1,0,1,M2,0.743408360128617
TeD3,0,0,0,0,0,0,1,1,M2,0.729260450160772
TeD3,1,1,1,1,1,1,1,1,M2,0.715755627009646
TeD3,1,1,1,1,1,1,1,1,M2,0.719614147909968
TeD3,1,1,1,1,1,1,1,1,M2,0.730546623794212
TeD3,1,1,1,1,1,1,1,1,M2,0.730546623794212
TeD3,1,1,1,1,1,1,1,1,M2,0.744694533762058
TeD4,0,1,0,0,0,1,1,1,M2,0.555511420059583
TeD4,0,0,0,1,0,1,0,0,M2,0.465938430983118
TeD4,0,1,0,0,0,0,1,0,M2,0.460973187686197
TeD4,1,1,0,1,1,0,0,1,M2,0.523336643495531
TeD4,0,1,1,0,0,1,0,0,M2,0.466931479642503
TeD4,0,0,1,1,0,0,1,0,M2,0.524329692154916
TeD4,1,0,1,1,1,0,1,0,M2,0.530089374379345
TeD4,0,1,0,0,0,1,0,1,M2,0.514995034756703
TeD4,1,1,1,1,0,0,0,0,M2,0.452830188679245
TeD4,1,1,0,0,0,0,0,0,M2,0.335253227408143
TeD4,0,1,0,0,0,0,1,1,M2,0.519165839126117
TeD4,1,0,0,1,0,0,1,0,M2,0.501688182720953
TeD4,1,1,1,1,1,0,1,1,M2,0.533465739821251
TeD4,0,1,0,1,0,0,1,1,M2,0.532472691161867
TeD4,1,0,1,1,1,1,0,0,M2,0.53604766633565
TeD4,0,1,0,0,1,0,0,0,M2,0.475273088381331
TeD4,1,0,0,0,1,1,1,0,M2,0.5493545183714
TeD4,0,0,1,1,1,1,1,1,M2,0.552929493545184
TeD4,1,0,1,1,1,0,1,1,M2,0.558291956305859
TeD4,1,1,0,0,0,1,0,0,M2,0.441509433962264
TeD4,1,0,1,1,0,0,0,0,M2,0.46395233366435
TeD4,1,0,1,1,1,1,1,1,M2,0.559285004965243
TeD4,1,0,0,1,1,1,1,1,M2,0.547368421052632
TeD4,0,1,1,1,0,0,0,0,M2,0.475670307845085
TeD4,1,0,0,1,0,0,0,0,M2,0.443098311817279
TeD4,0,1,0,0,0,0,0,1,M2,0.480635551142006
TeD4,0,1,0,0,0,1,0,0,M2,0.426216484607746
TeD4,1,0,1,1,1,0,0,0,M2,0.503277060575968
TeD4,1,1,1,1,0,0,1,0,M2,0.514001986097319
TeD4,1,1,1,1,0,1,1,1,M2,0.553525322740814
TeD4,0,1,1,0,0,0,1,0,M2,0.489970208540218
TeD4,1,0,1,0,1,0,1,1,M2,0.543197616683218
TeD4,1,1,1,1,1,0,0,1,M2,0.557894736842105
TeD4,0,0,0,1,0,1,1,1,M2,0.54240317775571
TeD4,1,0,0,0,0,0,1,0,M2,0.49175769612711
TeD4,0,0,0,1,0,0,0,1,M2,0.507646474677259
TeD4,0,0,0,0,1,1,0,0,M2,0.497517378351539
TeD4,0,1,0,1,0,1,1,0,M2,0.505263157894737
TeD4,1,0,0,0,1,1,0,0,M2,0.510228401191658
TeD4,0,0,1,1,1,0,1,1,M2,0.557696127110228
TeD4,0,0,0,1,0,1,0,1,M2,0.528103277060576
TeD4,1,1,0,1,1,0,1,1,M2,0.544389275074479
TeD4,1,1,0,1,1,1,1,1,M2,0.56901688182721
TeD4,1,1,1,1,1,1,0,1,M2,0.547368421052632
TeD4,1,0,0,0,0,1,0,0,M2,0.452234359483615
TeD4,0,0,0,0,0,1,0,1,M2,0.530883813306852
TeD4,0,0,1,1,0,0,1,1,M2,0.530685203574975
TeD4,1,0,1,1,1,1,0,1,M2,0.539821251241311
TeD4,1,0,1,1,0,0,0,1,M2,0.513803376365442
TeD4,0,0,0,1,0,0,1,1,M2,0.542005958291956
TeD4,1,0,1,0,1,1,1,1,M2,0.558490566037736
TeD4,1,1,1,1,1,1,1,0,M2,0.536842105263158
TeD4,0,0,0,0,0,1,1,0,M2,0.506852035749752
TeD4,1,1,0,0,0,0,1,0,M2,0.461569016881827
TeD4,0,1,1,0,0,0,0,0,M2,0.401787487586892
TeD4,0,1,0,1,0,0,0,0,M2,0.422641509433962
TeD4,1,1,0,1,0,0,1,0,M2,0.517974180734856
TeD4,1,0,1,0,1,1,1,0,M2,0.525521350546177
TeD4,0,0,1,1,1,1,1,0,M2,0.55888778550149
TeD4,0,1,0,1,0,1,0,1,M2,0.537239324726912
TeD4,0,1,1,1,1,1,1,1,M2,0.576166832174777
TeD4,0,0,1,0,1,1,1,0,M2,0.543594836146971
TeD4,1,0,0,1,1,1,1,0,M2,0.534061569016882
TeD4,1,1,1,0,0,1,1,0,M2,0.542005958291956
TeD4,0,1,1,1,0,1,0,0,M2,0.478053624627607
TeD4,0,1,1,1,1,0,0,1,M2,0.548560079443893
TeD4,1,1,1,0,1,1,1,1,M2,0.552929493545184
TeD4,1,1,0,0,0,0,0,1,M2,0.5012909632572
TeD4,1,0,1,1,0,1,1,1,M2,0.568421052631579
TeD4,0,1,1,0,1,0,1,0,M2,0.526713008937438
TeD4,1,0,0,1,1,1,0,1,M2,0.516782522343595
TeD4,0,0,0,0,0,0,1,1,M2,0.542005958291956
TeD4,1,1,1,1,1,1,1,1,M2,0.55253227408143
TeD4,1,1,1,1,1,1,1,1,M2,0.554716981132076
TeD4,1,1,1,1,1,1,1,1,M2,0.560079443892751
TeD4,1,1,1,1,1,1,1,1,M2,0.563257199602781
TeD4,1,1,1,1,1,1,1,1,M2,0.554319761668322
TeD5,0,1,0,0,0,1,1,1,M2,0.0546342630654457
TeD5,0,0,0,1,0,1,0,0,M2,0.0488973748511843
TeD5,0,1,0,0,0,0,1,0,M2,0.0470812212677438
TeD5,1,1,0,1,1,0,0,1,M2,0.0540592308060317
TeD5,0,1,1,0,0,1,0,0,M2,0.0478070027081975
TeD5,0,0,1,1,0,0,1,0,M2,0.0523793878780523
TeD5,1,0,1,1,1,0,1,0,M2,0.0535015852779989
TeD5,0,1,0,0,0,1,0,1,M2,0.0507848348022701
TeD5,1,1,1,1,0,0,0,0,M2,0.0488155412769861
TeD5,1,1,0,0,0,0,0,0,M2,0.0350173727816163
TeD5,0,1,0,0,0,0,1,1,M2,0.054723075574724
TeD5,1,0,0,1,0,0,1,0,M2,0.0493653242308258
TeD5,1,1,1,1,1,0,1,1,M2,0.0539775287546557
TeD5,0,1,0,1,0,0,1,1,M2,0.0561064120403043
TeD5,1,0,1,1,1,1,0,0,M2,0.0525912325225165
TeD5,0,1,0,0,1,0,0,0,M2,0.0510705627964485
TeD5,1,0,0,0,1,1,1,0,M2,0.0543320064315593
TeD5,0,0,1,1,1,1,1,1,M2,0.0537433229133952
TeD5,1,0,1,1,1,0,1,1,M2,0.0563805124995255
TeD5,1,1,0,0,0,1,0,0,M2,0.0441095184643048
TeD5,1,0,1,1,0,0,0,0,M2,0.0502516707841996
TeD5,1,0,1,1,1,1,1,1,M2,0.055890440617233
TeD5,1,0,0,1,1,1,1,1,M2,0.057956567069225
TeD5,0,1,1,1,0,0,0,0,M2,0.0448235084012704
TeD5,1,0,0,1,0,0,0,0,M2,0.0429589285279182
TeD5,0,1,0,0,0,0,0,1,M2,0.0532059168188602
TeD5,0,1,0,0,0,1,0,0,M2,0.0419262520472742
TeD5,1,0,1,1,1,0,0,0,M2,0.0579687017984894
TeD5,1,1,1,1,0,0,1,0,M2,0.0543098348337912
TeD5,1,1,1,1,0,1,1,1,M2,0.0534214803184602
TeD5,0,1,1,0,0,0,1,0,M2,0.0522760577877926
TeD5,1,0,1,0,1,0,1,1,M2,0.0579525142606412
TeD5,1,1,1,1,1,0,0,1,M2,0.052621142528253
TeD5,0,0,0,1,0,1,1,1,M2,0.0559453358013549
TeD5,1,0,0,0,0,0,1,0,M2,0.0473719541010526
