TeD,TrD1,TrD2,TrD3,TrD4,TrD5,TrD6,TrD7,TrD8,model,score
TeD5,0,0,0,1,0,0,0,1,M2,0.0572026893590349
TeD5,0,0,0,0,1,1,0,0,M2,0.0534404798105201
TeD5,0,1,0,1,0,1,1,0,M2,0.0527663776022673
TeD5,1,0,0,0,1,1,0,0,M2,0.0515898832957008
TeD5,0,0,1,1,1,0,1,1,M2,0.0516885159072466
TeD5,0,0,0,1,0,1,0,1,M2,0.0586015304361917
TeD5,1,1,0,1,1,0,1,1,M2,0.0561777360493283
TeD5,1,1,0,1,1,1,1,1,M2,0.0539482091757402
TeD5,1,1,1,1,1,1,0,1,M2,0.052210098767916
TeD5,1,0,0,0,0,1,0,0,M2,0.0423403934639383
TeD5,0,0,0,0,0,1,0,1,M2,0.0556799385518359
TeD5,0,0,1,1,0,0,1,1,M2,0.0571333346847301
TeD5,1,0,1,1,1,1,0,1,M2,0.0549092580878855
TeD5,1,0,1,1,0,0,0,1,M2,0.0540383165598796
TeD5,0,0,0,1,0,0,1,1,M2,0.0559391510316607
TeD5,1,0,1,0,1,1,1,1,M2,0.0536558720559773
TeD5,1,1,1,1,1,1,1,0,M2,0.0510004860965248
TeD5,0,0,0,0,0,1,1,0,M2,0.0524369790882896
TeD5,1,1,0,0,0,0,1,0,M2,0.0481789968198566
TeD5,0,1,1,0,0,0,0,0,M2,0.0453545501423027
TeD5,0,1,0,1,0,0,0,0,M2,0.0431175956591257
TeD5,1,1,0,1,0,0,1,0,M2,0.052105520773132
TeD5,1,0,1,0,1,1,1,0,M2,0.0546321026343182
TeD5,0,0,1,1,1,1,1,0,M2,0.0550275761051257
TeD5,0,1,0,1,0,1,0,1,M2,0.0514981847859053
TeD5,0,1,1,1,1,1,1,1,M2,0.0551740585376958
TeD5,0,0,1,0,1,1,1,0,M2,0.0543825233269909
TeD5,1,0,0,1,1,1,1,0,M2,0.0563258545150941
TeD5,1,1,1,0,0,1,1,0,M2,0.0499975442392983
TeD5,0,1,1,1,0,1,0,0,M2,0.0512318848821947
TeD5,0,1,1,1,1,0,0,1,M2,0.0602289770827814
TeD5,1,1,1,0,1,1,1,1,M2,0.0518826991541407
TeD5,1,1,0,0,0,0,0,1,M2,0.0510402249061361
TeD5,1,0,1,1,0,1,1,1,M2,0.0539851018101591
TeD5,0,1,1,0,1,0,1,0,M2,0.05487199268145
TeD5,1,0,0,1,1,1,0,1,M2,0.0563526403847638
TeD5,0,0,0,0,0,0,1,1,M2,0.0559774972681854
TeD5,1,1,1,1,1,1,1,1,M2,0.0547029418320377
TeD5,1,1,1,1,1,1,1,1,M2,0.0499146042728855
TeD5,1,1,1,1,1,1,1,1,M2,0.0528950366602051
TeD5,1,1,1,1,1,1,1,1,M2,0.0553811896443158
TeD5,1,1,1,1,1,1,1,1,M2,0.0516776776600707
TeD6,0,1,0,0,0,1,1,1,M2,0.645469557264705
TeD6,0,0,0,1,0,1,0,0,M2,0.589627018028919
TeD6,0,1,0,0,0,0,1,0,M2,0.540115043065871
TeD6,1,1,0,1,1,0,0,1,M2,0.646841319308196
TeD6,0,1,1,0,0,1,0,0,M2,0.650221028979779
TeD6,0,0,1,1,0,0,1,0,M2,0.635324932820491
TeD6,1,0,1,1,1,0,1,0,M2,0.653805407537048
TeD6,0,1,0,0,0,1,0,1,M2,0.643708048266402
TeD6,1,1,1,1,0,0,0,0,M2,0.553948991028367
TeD6,1,1,0,0,0,0,0,0,M2,0.43959081202448
TeD6,0,1,0,0,0,0,1,1,M2,0.650160243992841
TeD6,1,0,0,1,0,0,1,0,M2,0.596165776946843
TeD6,1,1,1,1,1,0,1,1,M2,0.680523472122933
TeD6,0,1,0,1,0,0,1,1,M2,0.629082586797161
TeD6,1,0,1,1,1,1,0,0,M2,0.679720359551515
TeD6,0,1,0,0,1,0,0,0,M2,0.61855657800867
TeD6,1,0,0,0,1,1,1,0,M2,0.656787482700058
TeD6,0,0,1,1,1,1,1,1,M2,0.660272088557501
TeD6,1,0,1,1,1,0,1,1,M2,0.644456059022005
TeD6,1,1,0,0,0,1,0,0,M2,0.606490507944041
TeD6,1,0,1,1,0,0,0,0,M2,0.582003737868103
TeD6,1,0,1,1,1,1,1,1,M2,0.603661654709093
TeD6,1,0,0,1,1,1,1,1,M2,0.670019225462616
TeD6,0,1,1,1,0,0,0,0,M2,0.60831230631452
TeD6,1,0,0,1,0,0,0,0,M2,0.533244850801546
TeD6,0,1,0,0,0,0,0,1,M2,0.614544725958956
TeD6,0,1,0,0,0,1,0,0,M2,0.594778781152098
TeD6,1,0,1,1,1,0,0,0,M2,0.658795149556242
TeD6,1,1,1,1,0,0,1,0,M2,0.63111029366927
TeD6,1,1,1,1,0,1,1,1,M2,0.658120076118373
TeD6,0,1,1,0,0,0,1,0,M2,0.633210348755076
TeD6,1,0,1,0,1,0,1,1,M2,0.665395876156561
TeD6,1,1,1,1,1,0,0,1,M2,0.651216052400888
TeD6,0,0,0,1,0,1,1,1,M2,0.693623279328959
TeD6,1,0,0,0,0,0,1,0,M2,0.646001160874934
TeD6,0,0,0,1,0,0,0,1,M2,0.643329889938907
TeD6,0,0,0,0,1,1,0,0,M2,0.595693563459992
TeD6,0,1,0,1,0,1,1,0,M2,0.685793673359521
TeD6,1,0,0,0,1,1,0,0,M2,0.675848440746098
TeD6,0,0,1,1,1,0,1,1,M2,0.648421459412069
TeD6,0,0,0,1,0,1,0,1,M2,0.653531355023438
TeD6,1,1,0,1,1,0,1,1,M2,0.683826612709264
TeD6,1,1,0,1,1,1,1,1,M2,0.667420452799058
TeD6,1,1,1,1,1,1,0,1,M2,0.661032672039688
TeD6,1,0,0,0,0,1,0,0,M2,0.619068785231453
TeD6,0,0,0,0,0,1,0,1,M2,0.628561204001114
TeD6,0,0,1,1,0,0,1,1,M2,0.628774244544009
TeD6,1,0,1,1,1,1,0,1,M2,0.68324360431987
TeD6,1,0,1,1,0,0,0,1,M2,0.623902247709954
TeD6,0,0,0,1,0,0,1,1,M2,0.625244097570232
TeD6,1,0,1,0,1,1,1,1,M2,0.668648614161135
TeD6,1,1,1,1,1,1,1,0,M2,0.663497756593782
TeD6,0,0,0,0,0,1,1,0,M2,0.666273915827914
TeD6,1,1,0,0,0,0,1,0,M2,0.59384386176749
TeD6,0,1,1,0,0,0,0,0,M2,0.545979859304109
TeD6,0,1,0,1,0,0,0,0,M2,0.522807735054412
TeD6,1,1,0,1,0,0,1,0,M2,0.601725370401405
TeD6,1,0,1,0,1,1,1,0,M2,0.670927187909389
TeD6,0,0,1,1,1,1,1,0,M2,0.655323399091703
TeD6,0,1,0,1,0,1,0,1,M2,0.657713639758665
TeD6,0,1,1,1,1,1,1,1,M2,0.680269034277767
TeD6,0,0,1,0,1,1,1,0,M2,0.636213929567642
TeD6,1,0,0,1,1,1,1,0,M2,0.662079193469988
TeD6,1,1,1,0,0,1,1,0,M2,0.647461473545327
TeD6,0,1,1,1,0,1,0,0,M2,0.66481967556426
TeD6,0,1,1,1,1,0,0,1,M2,0.650061275679845
TeD6,1,1,1,0,1,1,1,1,M2,0.671214714967247
TeD6,1,1,0,0,0,0,0,1,M2,0.62826172521686
TeD6,1,0,1,1,0,1,1,1,M2,0.658936031222179
TeD6,0,1,1,0,1,0,1,0,M2,0.679440031066458
TeD6,1,0,0,1,1,1,0,1,M2,0.672135434439379
TeD6,0,0,0,0,0,0,1,1,M2,0.627185495862709
TeD6,1,1,1,1,1,1,1,1,M2,0.63990953053483
TeD6,1,1,1,1,1,1,1,1,M2,0.702205705007749
TeD6,1,1,1,1,1,1,1,1,M2,0.646444478879286
TeD6,1,1,1,1,1,1,1,1,M2,0.672943406517318
TeD6,1,1,1,1,1,1,1,1,M2,0.642842785380457
TeD7,0,1,0,0,0,1,1,1,M2,0.376098181613837
TeD7,0,0,0,1,0,1,0,0,M2,0.106757521902388
TeD7,0,1,0,0,0,0,1,0,M2,0.283612019655053
TeD7,1,1,0,1,1,0,0,1,M2,0.283247068047988
TeD7,0,1,1,0,0,1,0,0,M2,0.208013511180509
TeD7,0,0,1,1,0,0,1,0,M2,0.233580677237188
TeD7,1,0,1,1,1,0,1,0,M2,0.282641791365808
TeD7,0,1,0,0,0,1,0,1,M2,0.3492965815494
TeD7,1,1,1,1,0,0,0,0,M2,0.244365981434587
TeD7,1,1,0,0,0,0,0,0,M2,0.316617923251289
TeD7,0,1,0,0,0,0,1,1,M2,0.451637669154243
TeD7,1,0,0,1,0,0,1,0,M2,0.143916479862329
TeD7,1,1,1,1,1,0,1,1,M2,0.312410871617233
TeD7,0,1,0,1,0,0,1,1,M2,0.438508541691168
TeD7,1,0,1,1,1,1,0,0,M2,0.232527683628464
TeD7,0,1,0,0,1,0,0,0,M2,0.339612569170647
TeD7,1,0,0,0,1,1,1,0,M2,0.293145343550734
TeD7,0,0,1,1,1,1,1,1,M2,0.213472511716096
TeD7,1,0,1,1,1,0,1,1,M2,0.266854095568051
TeD7,1,1,0,0,0,1,0,0,M2,0.304699582808488
TeD7,1,0,1,1,0,0,0,0,M2,0.242336229548382
TeD7,1,0,1,1,1,1,1,1,M2,0.224102107211849
TeD7,1,0,0,1,1,1,1,1,M2,0.239809208834401
TeD7,0,1,1,1,0,0,0,0,M2,0.388309932585667
TeD7,1,0,0,1,0,0,0,0,M2,0.0872133291180696
TeD7,0,1,0,0,0,0,0,1,M2,0.330202835629591
TeD7,0,1,0,0,0,1,0,0,M2,0.333451290415389
TeD7,1,0,1,1,1,0,0,0,M2,0.231019588763018
TeD7,1,1,1,1,0,0,1,0,M2,0.349072805985811
TeD7,1,1,1,1,0,1,1,1,M2,0.362339213376945
TeD7,0,1,1,0,0,0,1,0,M2,0.370869421154854
TeD7,1,0,1,0,1,0,1,1,M2,0.278240279313541
TeD7,1,1,1,1,1,0,0,1,M2,0.363856928640191
TeD7,0,0,0,1,0,1,1,1,M2,0.255683318089804
TeD7,1,0,0,0,0,0,1,0,M2,0.277288981137028
TeD7,0,0,0,1,0,0,0,1,M2,0.301746134016323
TeD7,0,0,0,0,1,1,0,0,M2,0.30076078094987
TeD7,0,1,0,1,0,1,1,0,M2,0.384178749633874
TeD7,1,0,0,0,1,1,0,0,M2,0.210124803919239
TeD7,0,0,1,1,1,0,1,1,M2,0.225855332911457
TeD7,0,0,0,1,0,1,0,1,M2,0.275817477044375
TeD7,1,1,0,1,1,0,1,1,M2,0.314237500079151
TeD7,1,1,0,1,1,1,1,1,M2,0.284362295641834
TeD7,1,1,1,1,1,1,0,1,M2,0.319084503013386
TeD7,1,0,0,0,0,1,0,0,M2,0.295392048590302
TeD7,0,0,0,0,0,1,0,1,M2,0.231708069917767
TeD7,0,0,1,1,0,0,1,1,M2,0.273301799796739
TeD7,1,0,1,1,1,1,0,1,M2,0.311210195689463
TeD7,1,0,1,1,0,0,0,1,M2,0.225727898177729
TeD7,0,0,0,1,0,0,1,1,M2,0.269274464248696
TeD7,1,0,1,0,1,1,1,1,M2,0.306896549311584
TeD7,1,1,1,1,1,1,1,0,M2,0.348207323240536
TeD7,0,0,0,0,0,1,1,0,M2,0.353798149238464
TeD7,1,1,0,0,0,0,1,0,M2,0.262516804171582
TeD7,0,1,1,0,0,0,0,0,M2,0.23201000939759
TeD7,0,1,0,1,0,0,0,0,M2,0.251088386333238
TeD7,1,1,0,1,0,0,1,0,M2,0.269282871206303
TeD7,1,0,1,0,1,1,1,0,M2,0.259467945735216
TeD7,0,0,1,1,1,1,1,0,M2,0.325501733098001
TeD7,0,1,0,1,0,1,0,1,M2,0.314210506043542
TeD7,0,1,1,1,1,1,1,1,M2,0.415585180963773
TeD7,0,0,1,0,1,1,1,0,M2,0.335659719064551
TeD7,1,0,0,1,1,1,1,0,M2,0.186703975365338
TeD7,1,1,1,0,0,1,1,0,M2,0.343568784462062
TeD7,0,1,1,1,0,1,0,0,M2,0.339857521352282
TeD7,0,1,1,1,1,0,0,1,M2,0.297191770818771
TeD7,1,1,1,0,1,1,1,1,M2,0.307756836166586
TeD7,1,1,0,0,0,0,0,1,M2,0.298060599828833
TeD7,1,0,1,1,0,1,1,1,M2,0.270016827384991
TeD7,0,1,1,0,1,0,1,0,M2,0.249356770514441
TeD7,1,0,0,1,1,1,0,1,M2,0.349196029318662
TeD7,0,0,0,0,0,0,1,1,M2,0.280011695013123
TeD7,1,1,1,1,1,1,1,1,M2,0.304241351822713
TeD7,1,1,1,1,1,1,1,1,M2,0.321585792278286
TeD7,1,1,1,1,1,1,1,1,M2,0.264821825256713
TeD7,1,1,1,1,1,1,1,1,M2,0.331442541546792
TeD7,1,1,1,1,1,1,1,1,M2,0.326560195255815
TeD1,0,1,0,0,1,0,0,1,M1,0.896711154785329
TeD1,0,0,1,1,1,0,0,0,M1,0.710277130518966
TeD1,0,0,1,1,1,1,1,1,M1,0.751020270806348
TeD1,1,0,1,0,0,1,1,0,M1,0.711435319190486
TeD1,1,1,0,1,0,0,1,0,M1,0.895873904272651
TeD1,1,1,1,0,0,0,0,0,M1,0.884906047541357
TeD1,0,1,0,0,0,0,0,1,M1,0.897034833422758
TeD1,1,0,1,1,1,1,0,0,M1,0.712041713954884
TeD1,1,1,1,1,1,0,1,1,M1,0.891133984791728
TeD1,0,0,1,1,0,1,1,1,M1,0.742698804298592
TeD1,1,0,1,1,1,1,1,1,M1,0.733293613308666
TeD1,0,1,0,0,0,1,0,1,M1,0.89404060819718
TeD1,1,0,1,1,1,0,1,0,M1,0.715901337829606
TeD1,1,0,1,0,1,1,0,1,M1,0.722082192099586
TeD1,1,1,1,1,1,1,0,1,M1,0.887550656216688
TeD1,1,0,1,1,0,0,1,0,M1,0.706824179845783
TeD1,1,0,0,1,1,0,1,0,M1,0.726802201681754
TeD1,1,1,1,0,0,1,1,1,M1,0.886716799787305
TeD1,1,1,0,1,0,0,1,1,M1,0.891420339669031
TeD1,0,1,0,1,1,0,1,1,M1,0.892608242897088
TeD1,1,1,1,1,0,0,0,0,M1,0.90176936349904
TeD1,1,1,1,0,0,0,0,1,M1,0.894379751715485
TeD1,1,0,1,1,1,1,0,1,M1,0.722713080125668
TeD1,0,1,0,0,0,0,1,0,M1,0.892619399524308
TeD1,0,1,0,1,1,1,1,1,M1,0.893202398302454
TeD1,0,1,1,0,0,1,0,0,M1,0.89552411916095
TeD1,1,0,0,1,1,0,0,1,M1,0.700281147313071
TeD1,1,1,1,0,1,0,1,1,M1,0.887594177003996
TeD1,0,1,0,0,0,1,0,0,M1,0.900607688740024
TeD1,1,0,1,1,0,0,1,1,M1,0.722318039245135
TeD1,1,1,0,1,1,0,1,1,M1,0.892607329178393
TeD1,1,1,0,0,1,1,1,1,M1,0.894981108967598
TeD1,1,1,1,1,1,1,1,0,M1,0.887006671420172
TeD1,1,0,1,0,1,1,1,0,M1,0.722335346107021
TeD1,1,0,0,1,1,1,0,0,M1,0.702852935679705
TeD1,1,1,1,0,1,1,0,1,M1,0.886428970494131
TeD1,1,1,1,1,0,1,1,1,M1,0.89174057833398
TeD1,1,1,1,1,0,0,1,1,M1,0.889640868399693
TeD1,1,1,0,0,1,0,1,0,M1,0.889635478317555
TeD1,0,0,1,1,1,1,0,1,M1,0.740374219385909
TeD1,1,0,1,0,0,1,0,0,M1,0.692564370804589
TeD1,0,1,1,1,1,1,1,0,M1,0.892886635097618
TeD1,1,0,1,1,0,1,0,1,M1,0.723859228667674
TeD1,1,0,1,1,1,0,1,1,M1,0.725053006343629
TeD1,0,0,1,1,1,0,1,1,M1,0.735986856163343
TeD1,1,1,0,0,0,0,0,0,M1,0.873708370775249
TeD1,1,1,1,1,0,0,1,0,M1,0.897602368223359
TeD1,1,0,0,1,1,1,1,1,M1,0.722133429541634
TeD1,1,1,1,1,1,1,0,0,M1,0.892299129739627
TeD1,1,0,0,1,1,0,1,1,M1,0.726796005106238
TeD1,1,0,1,0,1,1,1,1,M1,0.735339621334919
TeD1,1,1,0,1,1,1,1,1,M1,0.894367543476185
TeD1,0,0,0,1,0,0,1,1,M1,0.734778114548383
TeD1,1,1,0,0,1,0,1,1,M1,0.888471201199167
TeD1,1,0,0,1,0,0,0,0,M1,0.634826568287483
TeD1,0,1,1,1,1,0,1,1,M1,0.888184009386253
TeD1,1,0,1,1,1,0,0,1,M1,0.723585751081329
TeD1,1,1,0,0,0,0,0,1,M1,0.89610708727103
TeD1,1,0,1,1,0,1,0,0,M1,0.695586591503797
TeD1,1,0,1,0,1,0,1,1,M1,0.733000577264256
TeD1,0,1,1,1,1,1,1,1,M1,0.888742959250938
TeD1,0,1,0,1,1,1,0,0,M1,0.895244659449725
TeD1,1,0,0,0,1,1,1,1,M1,0.730363093878422
TeD1,1,0,1,1,0,0,0,0,M1,0.685233896900391
TeD1,1,0,1,1,1,1,1,0,M1,0.73532205390738
TeD1,1,1,1,0,1,1,1,1,M1,0.896144672048474
TeD1,1,0,1,1,0,1,1,0,M1,0.713541894074448
TeD1,1,0,0,0,0,0,0,1,M1,0.686038922275529
TeD1,0,1,1,0,0,1,1,1,M1,0.889671950372618
TeD1,0,1,1,0,0,0,0,0,M1,0.879946781283395
TeD1,0,0,0,0,0,1,1,0,M1,0.725891140358601
TeD1,1,0,1,1,1,0,0,0,M1,0.708201015574617
TeD1,1,1,1,1,0,1,1,0,M1,0.886403670513237
TeD1,1,1,1,1,1,1,1,1,M1,0.888183294897077
TeD1,1,1,1,1,1,1,1,1,M1,0.884926993605243
TeD1,1,1,1,1,1,1,1,1,M1,0.896427510621878
TeD1,1,1,1,1,1,1,1,1,M1,0.893189307012526
TeD1,1,1,1,1,1,1,1,1,M1,0.892601102160643
TeD2,0,1,0,0,1,0,0,1,M1,0.593859308200544
TeD2,0,0,1,1,1,0,0,0,M1,0.582277497085115
TeD2,0,0,1,1,1,1,1,1,M1,0.602487368830159
TeD2,1,0,1,0,0,1,1,0,M1,0.563544500582977
TeD2,1,1,0,1,0,0,1,0,M1,0.582977069568597
TeD2,1,1,1,0,0,0,0,0,M1,0.558958414302371
TeD2,0,1,0,0,0,0,0,1,M1,0.585853089778469
TeD2,1,0,1,1,1,1,0,0,M1,0.589117761368053
TeD2,1,1,1,1,1,0,1,1,M1,0.605130198212204
TeD2,0,0,1,1,0,1,1,1,M1,0.602254178002332
TeD2,1,0,1,1,1,1,1,1,M1,0.577691410804508
TeD2,0,1,0,0,0,1,0,1,M1,0.596346677030704
TeD2,1,0,1,1,1,0,1,0,M1,0.582199766809172
TeD2,1,0,1,0,1,1,0,1,M1,0.58025650991061
TeD2,1,1,1,1,1,1,0,1,M1,0.584143023707734
TeD2,1,0,1,1,0,0,1,0,M1,0.576680917217256
TeD2,1,0,0,1,1,0,1,0,M1,0.584998056743102
TeD2,1,1,1,0,0,1,1,1,M1,0.587563155849203
TeD2,1,1,0,1,0,0,1,1,M1,0.587485425573261
TeD2,0,1,0,1,1,0,1,1,M1,0.583287990672367
TeD2,1,1,1,1,0,0,0,0,M1,0.575204041974349
TeD2,1,1,1,0,0,0,0,1,M1,0.598911776136805
TeD2,1,0,1,1,1,1,0,1,M1,0.594947532063739
TeD2,0,1,0,0,0,0,1,0,M1,0.586164010882239
TeD2,0,1,0,1,1,1,1,1,M1,0.60031092110377
TeD2,0,1,1,0,0,1,0,0,M1,0.580411970462495
TeD2,1,0,0,1,1,0,0,1,M1,0.578701904391761
TeD2,1,1,1,0,1,0,1,1,M1,0.594947532063739
TeD2,0,1,0,0,0,1,0,0,M1,0.583676642052079
TeD2,1,0,1,1,0,0,1,1,M1,0.588573649436455
TeD2,1,1,0,1,1,0,1,1,M1,0.584998056743102
TeD2,1,1,0,0,1,1,1,1,M1,0.593082005441119
TeD2,1,1,1,1,1,1,1,0,M1,0.598834045860863
TeD2,1,0,1,0,1,1,1,0,M1,0.586164010882239
TeD2,1,0,0,1,1,1,0,0,M1,0.566420520792849
TeD2,1,1,1,0,1,1,0,1,M1,0.595491643995336
TeD2,1,1,1,1,0,1,1,1,M1,0.597201710066071
TeD2,1,1,1,1,0,0,1,1,M1,0.591916051301982
TeD2,1,1,0,0,1,0,1,0,M1,0.591138748542557
TeD2,0,0,1,1,1,1,0,1,M1,0.590983287990673
TeD2,1,0,1,0,0,1,0,0,M1,0.550796735328411
TeD2,0,1,1,1,1,1,1,0,M1,0.581033812670035
TeD2,1,0,1,1,0,1,0,1,M1,0.578857364943645
TeD2,1,0,1,1,1,0,1,1,M1,0.576914108045084
TeD2,0,0,1,1,1,0,1,1,M1,0.599611348620288
TeD2,1,1,0,0,0,0,0,0,M1,0.538282160901671
TeD2,1,1,1,1,0,0,1,0,M1,0.588029537504858
TeD2,1,0,0,1,1,1,1,1,M1,0.584220753983677
TeD2,1,1,1,1,1,1,0,0,M1,0.587563155849203
TeD2,1,0,0,1,1,0,1,1,M1,0.585153517294986
TeD2,1,0,1,0,1,1,1,1,M1,0.567197823552274
TeD2,1,1,0,1,1,1,1,1,M1,0.593626117372717
TeD2,0,0,0,1,0,0,1,1,M1,0.590827827438788
TeD2,1,1,0,0,1,0,1,1,M1,0.586164010882239
TeD2,1,0,0,1,0,0,0,0,M1,0.548542557326078
TeD2,0,1,1,1,1,0,1,1,M1,0.593548387096774
TeD2,1,0,1,1,1,0,0,1,M1,0.594636610959969
TeD2,1,1,0,0,0,0,0,1,M1,0.569840652934318
TeD2,1,0,1,1,0,1,0,0,M1,0.573416245627672
TeD2,1,0,1,0,1,0,1,1,M1,0.587718616401088
TeD2,0,1,1,1,1,1,1,1,M1,0.594947532063739
TeD2,0,1,0,1,1,1,0,0,M1,0.592382432957637
TeD2,1,0,0,0,1,1,1,1,M1,0.587640886125146
TeD2,1,0,1,1,0,0,0,0,M1,0.561912164788185
TeD2,1,0,1,1,1,1,1,0,M1,0.592693354061407
TeD2,1,1,1,0,1,1,1,1,M1,0.602876020209872
TeD2,1,0,1,1,0,1,1,0,M1,0.581033812670035
TeD2,1,0,0,0,0,0,0,1,M1,0.576991838321026
TeD2,0,1,1,0,0,1,1,1,M1,0.595336183443451
TeD2,0,1,1,0,0,0,0,0,M1,0.559580256509911
TeD2,0,0,0,0,0,1,1,0,M1,0.586708122813836
TeD2,1,0,1,1,1,0,0,0,M1,0.578468713563933
TeD2,1,1,1,1,0,1,1,0,M1,0.584842596191217
TeD2,1,1,1,1,1,1,1,1,M1,0.589195491643995
TeD2,1,1,1,1,1,1,1,1,M1,0.591682860474155
TeD2,1,1,1,1,1,1,1,1,M1,0.605985231247571
TeD2,1,1,1,1,1,1,1,1,M1,0.590361445783133
TeD2,1,1,1,1,1,1,1,1,M1,0.594325689856199
TeD3,0,1,0,0,1,0,0,1,M1,0.760128617363344
TeD3,0,0,1,1,1,0,0,0,M1,0.677170418006431
TeD3,0,0,1,1,1,1,1,1,M1,0.733118971061093
TeD3,1,0,1,0,0,1,1,0,M1,0.67588424437299
TeD3,1,1,0,1,0,0,1,0,M1,0.708038585209003
TeD3,1,1,1,0,0,0,0,0,M1,0.634726688102894
TeD3,0,1,0,0,0,0,0,1,M1,0.769774919614148
TeD3,1,0,1,1,1,1,0,0,M1,0.682315112540193
TeD3,1,1,1,1,1,0,1,1,M1,0.722829581993569
TeD3,0,0,1,1,0,1,1,1,M1,0.737620578778135
TeD3,1,0,1,1,1,1,1,1,M1,0.679742765273312
TeD3,0,1,0,0,0,1,0,1,M1,0.733762057877813
TeD3,1,0,1,1,1,0,1,0,M1,0.683601286173634
TeD3,1,0,1,0,1,1,0,1,M1,0.67459807073955
TeD3,1,1,1,1,1,1,0,1,M1,0.722829581993569
TeD3,1,0,1,1,0,0,1,0,M1,0.695819935691318
TeD3,1,0,0,1,1,0,1,0,M1,0.658520900321543
TeD3,1,1,1,0,0,1,1,1,M1,0.689389067524116
TeD3,1,1,0,1,0,0,1,1,M1,0.72540192926045
TeD3,0,1,0,1,1,0,1,1,M1,0.762057877813505
TeD3,1,1,1,1,0,0,0,0,M1,0.6508038585209
TeD3,1,1,1,0,0,0,0,1,M1,0.705466237942122
TeD3,1,0,1,1,1,1,0,1,M1,0.709967845659164
TeD3,0,1,0,0,0,0,1,0,M1,0.754983922829582
TeD3,0,1,0,1,1,1,1,1,M1,0.733118971061093
TeD3,0,1,1,0,0,1,0,0,M1,0.677813504823151
TeD3,1,0,0,1,1,0,0,1,M1,0.683601286173633
TeD3,1,1,1,0,1,0,1,1,M1,0.715755627009646
TeD3,0,1,0,0,0,1,0,0,M1,0.685530546623794
TeD3,1,0,1,1,0,0,1,1,M1,0.690675241157556
TeD3,1,1,0,1,1,0,1,1,M1,0.72475884244373
TeD3,1,1,0,0,1,1,1,1,M1,0.735048231511254
TeD3,1,1,1,1,1,1,1,0,M1,0.701607717041801
TeD3,1,0,1,0,1,1,1,0,M1,0.69903536977492
TeD3,1,0,0,1,1,1,0,0,M1,0.708038585209003
TeD3,1,1,1,0,1,1,0,1,M1,0.70096463022508
TeD3,1,1,1,1,0,1,1,1,M1,0.727331189710611
TeD3,1,1,1,1,0,0,1,1,M1,0.688102893890675
TeD3,1,1,0,0,1,0,1,0,M1,0.711254019292605
TeD3,0,0,1,1,1,1,0,1,M1,0.69967845659164
TeD3,1,0,1,0,0,1,0,0,M1,0.65016077170418
TeD3,0,1,1,1,1,1,1,0,M1,0.754340836012862
TeD3,1,0,1,1,0,1,0,1,M1,0.65016077170418
TeD3,1,0,1,1,1,0,1,1,M1,0.683601286173634
TeD3,0,0,1,1,1,0,1,1,M1,0.752411575562701
TeD3,1,1,0,0,0,0,0,0,M1,0.544694533762058
TeD3,1,1,1,1,0,0,1,0,M1,0.706109324758842
TeD3,1,0,0,1,1,1,1,1,M1,0.744051446945338
TeD3,1,1,1,1,1,1,0,0,M1,0.711254019292604
TeD3,1,0,0,1,1,0,1,1,M1,0.708681672025723
TeD3,1,0,1,0,1,1,1,1,M1,0.682315112540193
TeD3,1,1,0,1,1,1,1,1,M1,0.693890675241158
TeD3,0,0,0,1,0,0,1,1,M1,0.733118971061093
TeD3,1,1,0,0,1,0,1,1,M1,0.72540192926045
TeD3,1,0,0,1,0,0,0,0,M1,0.62508038585209
TeD3,0,1,1,1,1,0,1,1,M1,0.741479099678457
TeD3,1,0,1,1,1,0,0,1,M1,0.720900321543408
TeD3,1,1,0,0,0,0,0,1,M1,0.704180064308682
TeD3,1,0,1,1,0,1,0,0,M1,0.653376205787781
TeD3,1,0,1,0,1,0,1,1,M1,0.70096463022508
TeD3,0,1,1,1,1,1,1,1,M1,0.744051446945338
TeD3,0,1,0,1,1,1,0,0,M1,0.730546623794212
TeD3,1,0,0,0,1,1,1,1,M1,0.72475884244373
TeD3,1,0,1,1,0,0,0,0,M1,0.664308681672026
TeD3,1,0,1,1,1,1,1,0,M1,0.686816720257235
TeD3,1,1,1,0,1,1,1,1,M1,0.70096463022508
TeD3,1,0,1,1,0,1,1,0,M1,0.684244372990354
TeD3,1,0,0,0,0,0,0,1,M1,0.672025723472669
TeD3,0,1,1,0,0,1,1,1,M1,0.742122186495177
TeD3,0,1,1,0,0,0,0,0,M1,0.636012861736334
TeD3,0,0,0,0,0,1,1,0,M1,0.734405144694534
TeD3,1,0,1,1,1,0,0,0,M1,0.697749196141479
TeD3,1,1,1,1,0,1,1,0,M1,0.672025723472669
TeD3,1,1,1,1,1,1,1,1,M1,0.722186495176849
TeD3,1,1,1,1,1,1,1,1,M1,0.67395498392283
TeD3,1,1,1,1,1,1,1,1,M1,0.720900321543408
TeD3,1,1,1,1,1,1,1,1,M1,0.729260450160772
TeD3,1,1,1,1,1,1,1,1,M1,0.72411575562701
TeD4,0,1,0,0,1,0,0,1,M1,0.537040714995035
TeD4,0,0,1,1,1,0,0,0,M1,0.495729890764648
TeD4,0,0,1,1,1,1,1,1,M1,0.540218470705065
TeD4,1,0,1,0,0,1,1,0,M1,0.512611717974181
